model,noise_type,snr_db,case_id,category,repeat,status,audio_duration_s,cer,hyp_text,ref_text,inference_time_ms,rtf,ttfp_ms,ttff_ms,e2e_ms,error_msg
qwen3-asr,babble,15.0,d0011,policy_inquiry,1,ok,37.498,10.49,您好，我有一張凱基人壽不穩盈變額壽險，想請問一下目前的賬戶價值是多少？我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外，我想了解一下，如果現在想要做保單借款，可記得金額是依照賬戶價值來計算嗎？利率大概是多少？我也想請問一下，解約金額賬戶價值的差異是什麼？如果現在解約的話，大概可以拿回多少錢？謝謝你的說明。,您好，我有一張凱基人壽步步穩盈變額壽險，想請問一下目前的帳戶價值是多少。我記得上次收到的保單週年報告上有顯示數字，但我想要確認最新的狀況。另外我想了解一下，如果現在想要做保單借款，可借的金額是依照帳戶價值來計算嗎，利率大概是多少。我也想請問一下解約金跟帳戶價值的差異是什麼，如果現在解約的話大概可以拿回多少錢，謝謝妳的說明。,15582.4,0.416,,,,
qwen3-asr,clean,,d0039,account_mgmt,1,ok,39.496,6.43,您好，我有一張凱基人壽活力心動變額壽險，之前有繳了一些超額保費到賬戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣？最快可以在幾個工作天內入賬？提領的金額有沒有最低或最高的限制？每次提領有手續費嗎？還是說每年有幾次免費提領的機會？另外我想確認一下，提領後賬戶價值如果低於某個金額，保險公司會有什麼相對應的處理？麻煩說明一下。,您好，我有一張凱基人壽活利鑫動變額壽險，之前有繳了一些超額保費到帳戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣，最快可以在幾個工作天內入帳。提領的金額有沒有最低或最高的限制，每次提領有手續費嗎，還是說每年有幾次免費提領的機會。另外我想確認一下，提領後帳戶價值如果低於某個金額，保險公司會有什麼相對應的處理，麻煩說明一下。,13650.5,0.346,,,,
qwen3-asr,codec,15.0,d0039,account_mgmt,1,ok,39.496,8.77,您好，我有一張凱基人壽活力心動電額受限，之前有找了一些超額保費到賬戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣？最快可以在幾個工作天內入賬。提領的金額有沒有最低或最高的限制？每次提領有手續費嗎？還是說每年有幾次免費提領的機會？另外我想確認一下，提領後賬戶價值如果低於某個金額，保險公司會有什麼相應的處理？麻煩說明一下。,您好，我有一張凱基人壽活利鑫動變額壽險，之前有繳了一些超額保費到帳戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣，最快可以在幾個工作天內入帳。提領的金額有沒有最低或最高的限制，每次提領有手續費嗎，還是說每年有幾次免費提領的機會。另外我想確認一下，提領後帳戶價值如果低於某個金額，保險公司會有什麼相對應的處理，麻煩說明一下。,10841.1,0.274,,,,
qwen3-asr,echo,15.0,d0039,account_mgmt,1,ok,39.496,8.19,您好，我有一張凱基人壽活力心動電額壽險，之前有繳了一些超額保費到賬戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣？最快可以在幾個工作天內入賬。提領的金額有沒有最低或最高限制？每次提領有手續費嗎？還是說每年有幾次免費提領的機會？另外，我想確認一下，提領後賬戶價值如果低於某個金額，保險公司會有什麼相應的處理？麻煩說明一下。,您好，我有一張凱基人壽活利鑫動變額壽險，之前有繳了一些超額保費到帳戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣，最快可以在幾個工作天內入帳。提領的金額有沒有最低或最高的限制，每次提領有手續費嗎，還是說每年有幾次免費提領的機會。另外我想確認一下，提領後帳戶價值如果低於某個金額，保險公司會有什麼相對應的處理，麻煩說明一下。,11976.0,0.303,,,,
qwen3-asr,babble,15.0,d0039,account_mgmt,1,ok,39.496,7.02,您好，我有一張凱基人壽活力心動變額壽險，之前有繳了一些超額保費到賬戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣？最快可以在幾個工作天內入賬。提領的金額有沒有最低或最高的限制？每次提領有手續費嗎？還是說每年有幾次免費提領的機會？另外，我想確認一下，提領後賬戶價值如果低於某個金額，保險公司會有什麼相應的處理？麻煩說明一下。,您好，我有一張凱基人壽活利鑫動變額壽險，之前有繳了一些超額保費到帳戶裡，現在需要用錢，想申請部分提領。請問部分提領的申請方式是怎麼樣，最快可以在幾個工作天內入帳。提領的金額有沒有最低或最高的限制，每次提領有手續費嗎，還是說每年有幾次免費提領的機會。另外我想確認一下，提領後帳戶價值如果低於某個金額，保險公司會有什麼相對應的處理，麻煩說明一下。,10091.5,0.256,,,,
qwen3-asr,clean,,d0010,claim,1,ok,42.665,7.27,您好，我上個月已經提交了凱基人壽一卡守護重大傷並定其健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了？如果核定通過的話，大概什麼時候可以入賬？另外我想確認一下入賬的賬戶是當初投保時填的那個賬號，還是可以臨時更改到其他賬戶？,您好，我上個月已經提交了凱基人壽醫卡守護重大傷病定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了，如果核定通過的話大概什麼時候可以入帳。另外我想確認一下入帳的帳戶是當初投保時填的那個帳號，還是可以臨時更改到其他帳戶。,11333.1,0.266,,,,
qwen3-asr,codec,15.0,d0010,claim,1,ok,42.665,6.67,您好，我上個月已經提交了凱基人壽一卡守護重大傷並定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了？如果核定通過的話，大概什麼時候可以入賬？另外我想確認一下入賬的賬戶是當初投保時填的那個賬號，還是可以臨時更改到其他賬戶？,您好，我上個月已經提交了凱基人壽醫卡守護重大傷病定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了，如果核定通過的話大概什麼時候可以入帳。另外我想確認一下入帳的帳戶是當初投保時填的那個帳號，還是可以臨時更改到其他帳戶。,10400.5,0.244,,,,
qwen3-asr,echo,15.0,d0010,claim,1,ok,42.665,12.73,您好，我上個月已經提交了開啟人壽卡首付款重大傷並定起健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充遺失的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了？如果核定通過的話，大概什麼時候可以入賬？另外，我想確認一下入賬的賬戶是當初投保時填的那個賬號，還是可以臨時更改到其他賬戶。,您好，我上個月已經提交了凱基人壽醫卡守護重大傷病定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了，如果核定通過的話大概什麼時候可以入帳。另外我想確認一下入帳的帳戶是當初投保時填的那個帳號，還是可以臨時更改到其他帳戶。,10827.2,0.254,,,,
qwen3-asr,babble,15.0,d0010,claim,1,ok,42.665,7.27,您好，我上個月已經提交了凱基人壽一卡守護重大傷並定其健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了？如果核定通過的話，大概什麼時候可以入賬？另外我想確認一下入賬的賬戶是當初投保時填的那個賬號，還是可以臨時更改到其他賬戶？,您好，我上個月已經提交了凱基人壽醫卡守護重大傷病定期健康保險的理賠申請，想詢問一下目前的理賠進度。之前有收到一封補件通知，說需要補充主治醫師的診斷書，我已經補交了，想確認一下是否有收到。請問現在審核到哪個階段了，如果核定通過的話大概什麼時候可以入帳。另外我想確認一下入帳的帳戶是當初投保時填的那個帳號，還是可以臨時更改到其他帳戶。,11134.2,0.261,,,,
qwen3-asr,clean,,d0026,product_inquiry,1,ok,43.966,5.39,您好，我想多瞭解一下凱基人壽義享尊心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況？如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎？需要哪種專科醫師的診斷？另外，這個商品的保障是終身有效嗎？還是說到幾歲就停止給付了？麻煩詳細說明一下這個商品的給付條件。,您好，我想多了解一下凱基人壽溢享增心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況。如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎，需要哪種專科醫師的診斷。另外這個商品的保障是終身有效嗎，還是說到幾歲就停止給付了，麻煩詳細說明一下這個商品的給付條件。,13126.5,0.299,,,,
qwen3-asr,codec,15.0,d0026,product_inquiry,1,ok,43.966,5.39,您好，我想多瞭解一下凱基人壽義享增輕長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況？如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎？需要哪種專科醫師的診斷？另外，這個商品的保障是終身有效嗎？還是說到幾歲就停止給付了？麻煩詳細說明一下這個商品的給付條件。,您好，我想多了解一下凱基人壽溢享增心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況。如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎，需要哪種專科醫師的診斷。另外這個商品的保障是終身有效嗎，還是說到幾歲就停止給付了，麻煩詳細說明一下這個商品的給付條件。,12179.5,0.277,,,,
qwen3-asr,echo,15.0,d0026,product_inquiry,1,ok,43.966,10.78,您好，我想多瞭解一下海金人壽想增 ins 期照顧終身保險這個商品。我想知道這個保險的承照認定是否包含認知功能障礙，例如失智症，還是說只限身體功能障礙的狀況。如果是失智症導致的承照需求，申請的流程跟一般身體師能是一樣嗎？需要哪種專科醫師的診斷？另外，這個商品的保障是終身有效嗎？還是說到幾歲就停止給付了？麻煩詳細說明下這個商品的給付條件。,您好，我想多了解一下凱基人壽溢享增心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況。如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎，需要哪種專科醫師的診斷。另外這個商品的保障是終身有效嗎，還是說到幾歲就停止給付了，麻煩詳細說明一下這個商品的給付條件。,11159.0,0.254,,,,
qwen3-asr,babble,15.0,d0026,product_inquiry,1,ok,43.966,5.39,您好，我想多瞭解一下凱基人壽義享尊心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況？如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎？需要哪種專科醫師的診斷？另外，這個商品的保障是終身有效嗎？還是說到幾歲就停止給付了？麻煩詳細說明一下這個商品的給付條件。,您好，我想多了解一下凱基人壽溢享增心長期照顧終身保險這個商品。我想知道這個保險的長照認定是否包含認知功能障礙，例如失智症，還是說只限於身體功能障礙的狀況。如果是失智症導致的長照需求，申請的流程跟一般身體失能是一樣嗎，需要哪種專科醫師的診斷。另外這個商品的保障是終身有效嗎，還是說到幾歲就停止給付了，麻煩詳細說明一下這個商品的給付條件。,10415.5,0.237,,,,
qwen3-asr,clean,,d0045,lapse_reinstate,1,ok,40.078,4.57,您好，我收到凱基人壽寄來的一封通知，說我的增優利率變動型年金保險已經進入停效狀態。我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況？停效期間我的保障有暫停嗎？如果在停效期間發生事故，我的保障還有效嗎？另外，請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少？如果我想要辦理復效，有什麼條件和期限的限制嗎？,您好，我收到凱基人壽寄來的一封通知，說我的增優利利率變動型年金保險已經進入停效狀態，我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況。停效期間我的保障有暫停嗎，如果在停效期間發生事故，我的保障還有效嗎。另外請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少，如果我想要辦理復效，有什麼條件和期限的限制嗎。,12636.3,0.315,,,,
qwen3-asr,codec,15.0,d0045,lapse_reinstate,1,ok,40.078,7.43,您好，我收到凱基人壽寄來的一封通知，說我的增優利率變動型年金保險已經進入停銷狀態。我有一些問題想詢問。我不太清楚停銷的原因是什麼，是因為保費欠繳嗎，還是有其他狀況？停銷期間我的保障有暫停嗎？如果在停銷期間發生事故，我的保障還有效嗎？另外，請問我可以在哪裡查詢停銷的確切日期，以及目前欠繳的保費金額是多少？如果我想要辦理復效，有什麼條件和期限的限制嗎？,您好，我收到凱基人壽寄來的一封通知，說我的增優利利率變動型年金保險已經進入停效狀態，我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況。停效期間我的保障有暫停嗎，如果在停效期間發生事故，我的保障還有效嗎。另外請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少，如果我想要辦理復效，有什麼條件和期限的限制嗎。,11131.7,0.278,,,,
qwen3-asr,echo,15.0,d0045,lapse_reinstate,1,ok,40.078,13.14,您好，我收到會計人壽寄來的一封通知，說我的存優利率變動期年金保險已經進入停銷狀態。我有一些問題想詢問。我不太清楚停銷的原因是什麼？是因為保費欠繳嗎？還是有其他狀況？停銷期間我的保障有暫停嗎？如果在停銷期間發生事故，我的保障還有效嗎？另外，請問我可以在哪裡查詢停銷的確切日期，以及目前欠繳的保費金額是多少？如果我想要辦理復效，有什麼條件？看其欠的限制嗎？,您好，我收到凱基人壽寄來的一封通知，說我的增優利利率變動型年金保險已經進入停效狀態，我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況。停效期間我的保障有暫停嗎，如果在停效期間發生事故，我的保障還有效嗎。另外請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少，如果我想要辦理復效，有什麼條件和期限的限制嗎。,10962.9,0.274,,,,
qwen3-asr,babble,15.0,d0045,lapse_reinstate,1,ok,40.078,8.0,您好，我收到凱基人壽寄來的一封通知，說我的增優利率變動型年金保險已經進入停銷狀態。我有一些問題想詢問：我不太清楚停銷的原因是什麼，是因為保費欠繳嗎，還是有其他狀況？停銷期間我的保障有暫停嗎？如果在停銷期間發生事故，我的保障還有效嗎？另外，請問我可以在哪裡查詢停銷的確切日期，以及目前欠繳的保費金額是多少？如果我想要辦理復效，有什麼條件和期限的限制嗎？,您好，我收到凱基人壽寄來的一封通知，說我的增優利利率變動型年金保險已經進入停效狀態，我有一些問題想詢問。我不太清楚停效的原因是什麼，是因為保費欠繳嗎，還是有其他狀況。停效期間我的保障有暫停嗎，如果在停效期間發生事故，我的保障還有效嗎。另外請問我可以在哪裡查詢停效的確切日期，以及目前欠繳的保費金額是多少，如果我想要辦理復效，有什麼條件和期限的限制嗎。,11098.8,0.277,,,,
qwen3-asr,clean,,d0036,payment,1,ok,40.814,7.19,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣賬戶，可以直接用臺幣賬戶繳費嗎？這樣的話匯率是怎麼換算的？是用哪天的匯率？另外，如果我有美元外幣賬戶，可以直接用外幣賬戶扣款嗎？這樣繳費比較方便嗎？麻煩說明一下不同繳費方式的差異。,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣帳戶，可以直接用台幣帳戶繳費嗎，這樣的話匯率是怎麼換算的，是用哪天的匯率。另外如果我有美元外幣帳戶，可以直接用外幣帳戶扣款嗎，這樣繳費比較方便嗎，麻煩說明一下不同繳費方式的差異。,10271.7,0.252,,,,
qwen3-asr,codec,15.0,d0036,payment,1,ok,40.814,9.8,您好，我想詢問凱基人壽不顧穩銀外幣電額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣賬戶，可以直接用臺幣賬戶繳費嗎？這樣的話匯率是怎麼換算的？是用哪天的匯率？另外，如果我有美元外幣賬戶，可以直接用外幣賬戶扣款嗎？這樣繳費比較方便嗎？麻煩說明一下不同繳費方式的差異。,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣帳戶，可以直接用台幣帳戶繳費嗎，這樣的話匯率是怎麼換算的，是用哪天的匯率。另外如果我有美元外幣帳戶，可以直接用外幣帳戶扣款嗎，這樣繳費比較方便嗎，麻煩說明一下不同繳費方式的差異。,10104.7,0.248,,,,
qwen3-asr,echo,15.0,d0036,payment,1,ok,40.814,11.76,您好，我想詢問開一人壽不問境外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣賬戶，可以直接用開幣賬戶繳費嗎？這樣的話匯率是怎麼換算的？是用哪天的匯率？另外，如果我有美元外幣賬戶，可以直接用外幣賬戶扣款嗎？這樣繳費比較方便嗎？麻煩說明下不同繳費方式的差異。,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣帳戶，可以直接用台幣帳戶繳費嗎，這樣的話匯率是怎麼換算的，是用哪天的匯率。另外如果我有美元外幣帳戶，可以直接用外幣帳戶扣款嗎，這樣繳費比較方便嗎，麻煩說明一下不同繳費方式的差異。,11311.5,0.277,,,,
qwen3-asr,babble,15.0,d0036,payment,1,ok,40.814,8.5,您好，我想詢問凱基人壽不不穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣賬戶，可以直接用臺幣賬戶繳費嗎？這樣的話匯率是怎麼換算的？是用哪天的匯率？另外，如果我有美元外幣賬戶，可以直接用外幣賬戶扣款嗎？這樣繳費比較方便嗎？麻煩說明一下不同繳費方式的差異。,您好，我想詢問凱基人壽步步穩盈外幣變額壽險的繳費相關問題。這張保單的保費是以美元計算，我想了解繳費方式有哪些選擇。如果我沒有外幣帳戶，可以直接用台幣帳戶繳費嗎，這樣的話匯率是怎麼換算的，是用哪天的匯率。另外如果我有美元外幣帳戶，可以直接用外幣帳戶扣款嗎，這樣繳費比較方便嗎，麻煩說明一下不同繳費方式的差異。,12215.7,0.299,,,,
qwen3-asr,clean,,d0035,payment,1,ok,40.26,8.82,您好，我的凱基人壽臺幣海本終身保險上，個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊腳功能嗎？如果有的話，是從保單的現金價值里扣嗎？墊腳的話有沒有利息？另外，如果自動墊腳後保單現金價值用完了，保單就會直接失效嗎？還是說公司會先通知我？我現在想要儘快補繳這個月的保費，需要補繳的金額包含墊腳利息嗎？請幫我說明一下目前的狀況。,您好，我的凱基人壽臺幣還本終身保險上個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎，如果有的話，是從保單的現金價值裡扣嗎，墊繳的話有沒有利息。另外如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎，還是說公司會先通知我。我現在想要盡快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎，請幫我說明一下目前的狀況。,13267.2,0.33,,,,
qwen3-asr,codec,15.0,d0035,payment,1,ok,40.26,6.47,您好，我的凱基人壽臺幣海本終身保險上，個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎？如果有的話，是從保單的現金價值里扣嗎？墊繳的話有沒有利息？另外，如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎？還是說公司會先通知我？我現在想要儘快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎？請幫我說明一下目前的狀況。,您好，我的凱基人壽臺幣還本終身保險上個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎，如果有的話，是從保單的現金價值裡扣嗎，墊繳的話有沒有利息。另外如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎，還是說公司會先通知我。我現在想要盡快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎，請幫我說明一下目前的狀況。,10949.4,0.272,,,,
qwen3-asr,echo,15.0,d0035,payment,1,ok,40.26,7.06,您好，我的凱基人壽彩幣海本終身保險上，個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎？如果有的話，是從保單的現金價值里扣嗎？墊繳的話有沒有利息？另外，如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎？還是說公司會先通知我？我現在想要儘快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎？請幫我說明一下目前的狀況。,您好，我的凱基人壽臺幣還本終身保險上個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎，如果有的話，是從保單的現金價值裡扣嗎，墊繳的話有沒有利息。另外如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎，還是說公司會先通知我。我現在想要盡快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎，請幫我說明一下目前的狀況。,12811.5,0.318,,,,
qwen3-asr,babble,15.0,d0035,payment,1,ok,40.26,8.24,您好，我的凱基人壽臺幣海本終身保險上個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊腳功能嗎？如果有的話，是從保單的現金價值里扣嗎？墊腳的話有沒有利息？另外，如果自動墊腳後保單現金價值用完了，保單就會直接失效嗎？還是說公司會先通知我？我現在想要儘快補繳這個月的保費，需要補繳的金額包含墊腳利息嗎？請幫我說明一下目前的狀況。,您好，我的凱基人壽臺幣還本終身保險上個月保費扣款失敗，想詢問一下後續的處理方式。請問這張保單有設定自動墊繳功能嗎，如果有的話，是從保單的現金價值裡扣嗎，墊繳的話有沒有利息。另外如果自動墊繳後保單現金價值用完了，保單就會直接失效嗎，還是說公司會先通知我。我現在想要盡快補繳這個月的保費，需要補繳的金額包含墊繳利息嗎，請幫我說明一下目前的狀況。,15020.5,0.373,,,,
qwen3-asr,clean,,d0032,product_inquiry,1,ok,43.023,6.17,您好，我想了解凱基人壽永享樂活住院醫療定期保險的保障細節。我想了解這個商品是實值實付型還是定額型？如果是實值實付的話，雜費的限額是多少？另外我想問一下，如果在住院期間需要自費的醫療耗材或是心事手術，這些費用可以申請理賠嗎？關於住院的定義，急診留院觀察的情況算在住院天數內嗎？還是說一定要辦理正式住院手續才算？麻煩你說明一下。,您好，我想了解凱基人壽永享樂活住院醫療定期保險的保障細節。我想了解這個商品是實支實付型還是定額型，如果是實支實付的話，雜費的限額是多少。另外我想問一下，如果在住院期間需要自費的醫療耗材或是新式手術，這些費用可以申請理賠嗎。關於住院的定義，急診留院觀察的情況算在住院天數內嗎，還是說一定要辦理正式住院手續才算，麻煩妳說明一下。,15123.0,0.352,,,,
qwen3-asr,codec,15.0,d0032,product_inquiry,1,ok,43.023,6.17,您好，我想了解凱基人壽永享樂活住院醫療定期保險的保障細節。我想了解這個商品是實時付型還是定額型。如果是實時付的話，雜費的限額是多少？另外我想問一下，如果在住院期間需要自費的醫療耗材或是新式手術，這些費用可以申請理賠嗎？關於住院的定義，急診留院觀察的情況算在住院天數內嗎？還是說一定要辦理正式住院手續才算？麻煩你說明一下。,您好，我想了解凱基人壽永享樂活住院醫療定期保險的保障細節。我想了解這個商品是實支實付型還是定額型，如果是實支實付的話，雜費的限額是多少。另外我想問一下，如果在住院期間需要自費的醫療耗材或是新式手術，這些費用可以申請理賠嗎。關於住院的定義，急診留院觀察的情況算在住院天數內嗎，還是說一定要辦理正式住院手續才算，麻煩妳說明一下。,13752.1,0.32,,,,
qwen3-asr,echo,15.0,d0032,product_inquiry,1,ok,43.023,12.96,您好，我想了解殘疾人受用享樂國住院醫療定期保險的保障細節。我想了解這個商品是隻支付型還是定額型。如果是隻支付的話，雜費的限額是多少？另外我想問一下，如果在住院期間需要自費的醫療耗材或新式手術，這些費用可以申請理賠嗎？關於住院的定義，即住院觀察的情況算在住院天數內嗎？還是說一定要辦離正式住院手續才算？麻煩你說一下。,您好，我想了解凱基人壽永享樂活住院醫療定期保險的保障細節。我想了解這個商品是實支實付型還是定額型，如果是實支實付的話，雜費的限額是多少。另外我想問一下，如果在住院期間需要自費的醫療耗材或是新式手術，這些費用可以申請理賠嗎。關於住院的定義，急診留院觀察的情況算在住院天數內嗎，還是說一定要辦理正式住院手續才算，麻煩妳說明一下。,10834.3,0.252,,,,
qwen3-asr,babble,15.0,d0032,product_inquiry,1,ok,43.023,4.32,您好，我想了解凱基人壽永享樂活住院醫療定期保險的保障細節。我想了解這個商品是實支實付型還是定額型。如果是實支實付的話，雜費的限額是多少？另外，我想問一下，如果在住院期間需要自費的醫療耗材或是新式手術，這些費用可以申請理賠嗎？關於住院的定義，急診留院觀察的情況算在住院天數內嗎？還是說一定要辦理正式住院手續才算？麻煩你說明一下。,您好，我想了解凱基人壽永享樂活住院醫療定期保險的保障細節。我想了解這個商品是實支實付型還是定額型，如果是實支實付的話，雜費的限額是多少。另外我想問一下，如果在住院期間需要自費的醫療耗材或是新式手術，這些費用可以申請理賠嗎。關於住院的定義，急診留院觀察的情況算在住院天數內嗎，還是說一定要辦理正式住院手續才算，麻煩妳說明一下。,13798.0,0.321,,,,
qwen3-asr,clean,,d0030,product_inquiry,1,ok,41.241,8.07,您好，我想詢問凱基人壽自由型照顧終身保險的照顧認定標準。這個商品的照顧認定跟一般長期照顧保險的認定方式有什麼不同嗎？還是說標準是一樣的？我想了解日常生活功能障礙的認定，例如進食、如廁，以及這些項目需要幾項無法自理才符合申請條件。另外，我很想知道，如果我已經在領取其他長期照顧機構的補助，這樣還可以同時申請這個保險的給付嗎？,您好，我想詢問凱基人壽智由行照護終身保險的照護認定標準。這個商品的照護認定跟一般長期照顧保險的認定方式有什麼不同嗎，還是說標準是一樣的。我想了解日常生活功能障礙的認定，例如進食、如廁、移位這些項目，需要幾項無法自理才符合申請條件。另外我很想知道，如果我已經在領取其他長期照顧機構的補助，這樣還可以同時申請這個保險的給付嗎。,11000.2,0.267,,,,
qwen3-asr,codec,15.0,d0030,product_inquiry,1,ok,41.241,7.45,您好，我想詢問凱基人壽智遊型照護終身保險的照護認定標準。這個商品的照護認定跟一般長期照顧保險的認定方式有什麼不同嗎？還是說標準是一樣的？我想了解日常生活功能障礙的認定，例如進食、如廁，以為這些項目需要幾項無法自理才符合申請條件。另外，我很想知道，如果我已經在領取其他長期照顧機構的補助，這樣還可以同時申請這個保險的幾副嗎？,您好，我想詢問凱基人壽智由行照護終身保險的照護認定標準。這個商品的照護認定跟一般長期照顧保險的認定方式有什麼不同嗎，還是說標準是一樣的。我想了解日常生活功能障礙的認定，例如進食、如廁、移位這些項目，需要幾項無法自理才符合申請條件。另外我很想知道，如果我已經在領取其他長期照顧機構的補助，這樣還可以同時申請這個保險的給付嗎。,10910.4,0.265,,,,
qwen3-asr,echo,15.0,d0030,product_inquiry,1,ok,41.241,15.53,您好，我向詢問開個人壽，自由型照顧終身保險的照顧認定標準。這個商品的照顧認定跟一般長期照顧保險的認定方式有什麼不同嗎？還是說標準是一樣的？我想了解長生活功能障礙的認定，例如進食、乳廁，以及這些項目需要幾項法子比才符合申請條件。另外，我很想知道，如果我已經在領取其他長期照顧機構的補助，這樣還可以同時申請這個保險的補助嗎？,您好，我想詢問凱基人壽智由行照護終身保險的照護認定標準。這個商品的照護認定跟一般長期照顧保險的認定方式有什麼不同嗎，還是說標準是一樣的。我想了解日常生活功能障礙的認定，例如進食、如廁、移位這些項目，需要幾項無法自理才符合申請條件。另外我很想知道，如果我已經在領取其他長期照顧機構的補助，這樣還可以同時申請這個保險的給付嗎。,9738.4,0.236,,,,
