case_id,slice,language_profile,audio_duration_sec,segment_idx,start_sec,end_sec,duration_sec,pyannote_speaker,gt_role,text,llm_role,llm_correct
v2_core034,customer_barge_in,mandarin,24.03,11,19.741,21.243,1.502,SPEAKER_00,agent,那可以先比較保單借款、部分解約和不動保單三種方式的影響。,,
v2_core034,customer_barge_in,mandarin,24.03,12,21.53,23.943,2.413,SPEAKER_00,agent,那可以先比較保單借款、部分解約和不動保單三種方式的影響。,,
v2_core035,simultaneous_start,mandarin,17.99,0,0.031,3.338,3.308,SPEAKER_01,agent,您好，凱基人壽客服中心，我姓古。,,
v2_core035,simultaneous_start,mandarin,17.99,1,0.284,0.672,0.388,SPEAKER_00,customer,您好，凱基人壽客服中心，我姓古。,,
v2_core035,simultaneous_start,mandarin,17.99,2,0.841,3.17,2.329,SPEAKER_00,customer,您好，凱基人壽客服中心，我姓古。,,
v2_core035,simultaneous_start,mandarin,17.99,3,3.794,5.802,2.008,SPEAKER_01,agent,不好意思剛才同時開口。請問案件號或身分證後四碼？,,
v2_core035,simultaneous_start,mandarin,17.99,4,6.629,9.11,2.481,SPEAKER_01,agent,不好意思剛才同時開口。請問案件號或身分證後四碼？,,
v2_core035,simultaneous_start,mandarin,17.99,5,9.481,11.253,1.772,SPEAKER_00,customer,案件號後四碼八七三一。,,
v2_core035,simultaneous_start,mandarin,17.99,6,11.742,13.598,1.856,SPEAKER_01,agent,查到目前在補件審核，昨天已收到您的費用明細。,,
v2_core035,simultaneous_start,mandarin,17.99,7,13.818,15.809,1.991,SPEAKER_01,agent,查到目前在補件審核，昨天已收到您的費用明細。,,
v2_core035,simultaneous_start,mandarin,17.99,8,16.163,16.45,0.287,SPEAKER_00,customer,好，那我等簡訊通知。,,
v2_core035,simultaneous_start,mandarin,17.99,9,16.754,17.969,1.215,SPEAKER_00,customer,好，那我等簡訊通知。,,
v2_core036,simultaneous_start,mandarin,13.87,0,0.031,1.685,1.654,SPEAKER_00,agent,我這邊剛看到保單資料。,,
v2_core036,simultaneous_start,mandarin,13.87,1,0.2,2.883,2.683,SPEAKER_01,customer,我也找到剛才那張通知了。,,
v2_core036,simultaneous_start,mandarin,13.87,2,3.322,4.199,0.877,SPEAKER_00,agent,我們同時說了。您先念通知上的保單後四碼。,,
v2_core036,simultaneous_start,mandarin,13.87,3,5.448,7.304,1.856,SPEAKER_00,agent,我們同時說了。您先念通知上的保單後四碼。,,
v2_core036,simultaneous_start,mandarin,13.87,4,7.625,10.021,2.396,SPEAKER_01,customer,後四碼是二九一六。,,
v2_core036,simultaneous_start,mandarin,13.87,5,10.46,12.316,1.856,SPEAKER_00,agent,這張通知是保費墊繳提醒，還不是停效通知。,,
v2_core036,simultaneous_start,mandarin,13.87,6,12.687,13.801,1.114,SPEAKER_00,agent,這張通知是保費墊繳提醒，還不是停效通知。,,
v2_core037,simultaneous_start,mandarin,14.43,0,0.031,2.039,2.008,SPEAKER_01,customer,我剛剛重新整理信箱。,,
v2_core037,simultaneous_start,mandarin,14.43,1,0.166,3.203,3.038,SPEAKER_00,agent,我這邊也剛重寄補件通知。,,
v2_core037,simultaneous_start,mandarin,14.43,2,3.642,6.022,2.379,SPEAKER_01,customer,你先說，是寄到 gmail 那個嗎？,,
v2_core037,simultaneous_start,mandarin,14.43,3,6.494,9.127,2.633,SPEAKER_00,agent,對，是您留存的 gmail 信箱，主旨會有理賠補件通知。,,
v2_core037,simultaneous_start,mandarin,14.43,4,9.413,11.978,2.565,SPEAKER_00,agent,對，是您留存的 gmail 信箱，主旨會有理賠補件通知。,,
v2_core037,simultaneous_start,mandarin,14.43,5,12.333,13.008,0.675,SPEAKER_00,agent,看到了，在促銷分類裡。,,
v2_core037,simultaneous_start,mandarin,14.43,6,13.21,14.341,1.131,SPEAKER_00,agent,看到了，在促銷分類裡。,,
v2_core038,simultaneous_start,mandarin,17.24,0,0.031,1.955,1.924,SPEAKER_00,agent,我剛才查到急診案件。,,
v2_core038,simultaneous_start,mandarin,17.24,1,0.25,2.326,2.076,SPEAKER_01,customer,我這邊收據日期是五月二十日。,,
v2_core038,simultaneous_start,mandarin,17.24,2,2.782,3.811,1.029,SPEAKER_00,agent,剛剛重疊了。我確認一下，五月二十日是就醫日還是付款日？,,
v2_core038,simultaneous_start,mandarin,17.24,3,4.722,5.836,1.114,SPEAKER_00,agent,剛剛重疊了。我確認一下，五月二十日是就醫日還是付款日？,,
v2_core038,simultaneous_start,mandarin,17.24,4,5.954,8.705,2.751,SPEAKER_00,agent,剛剛重疊了。我確認一下，五月二十日是就醫日還是付款日？,,
v2_core038,simultaneous_start,mandarin,17.24,5,9.076,10.544,1.468,SPEAKER_01,customer,就醫日是五月二十日，付款是隔天。,,
v2_core038,simultaneous_start,mandarin,17.24,6,10.932,11.759,0.827,SPEAKER_01,customer,就醫日是五月二十日，付款是隔天。,,
v2_core038,simultaneous_start,mandarin,17.24,7,12.232,14.003,1.772,SPEAKER_00,agent,兩個日期都請保留，審核會以醫療文件和收據內容比對。,,
v2_core038,simultaneous_start,mandarin,17.24,8,14.155,17.176,3.021,SPEAKER_00,agent,兩個日期都請保留，審核會以醫療文件和收據內容比對。,,
v2_core039,simultaneous_start,mandarin,21.23,0,0.031,2.039,2.008,SPEAKER_01,agent,凱基人壽您好，我姓郝。,,
v2_core039,simultaneous_start,mandarin,21.23,1,0.318,4.047,3.729,SPEAKER_00,customer,我想問我的保單現在能不能借二十萬。,,
v2_core039,simultaneous_start,mandarin,21.23,2,4.503,5.195,0.692,SPEAKER_01,agent,不好意思，我們同時說話。我要先核對保單資料才能看可借額度。,,
v2_core039,simultaneous_start,mandarin,21.23,3,5.6,6.528,0.928,SPEAKER_01,agent,不好意思，我們同時說話。我要先核對保單資料才能看可借額度。,,
v2_core039,simultaneous_start,mandarin,21.23,4,7.692,10.122,2.43,SPEAKER_01,agent,不好意思，我們同時說話。我要先核對保單資料才能看可借額度。,,
v2_core039,simultaneous_start,mandarin,21.23,5,10.561,11.135,0.574,SPEAKER_00,customer,可以，我叫林依潔，生日七月三十日。,,
v2_core039,simultaneous_start,mandarin,21.23,6,11.303,14.746,3.443,SPEAKER_00,customer,可以，我叫林依潔，生日七月三十日。,,
v2_core039,simultaneous_start,mandarin,21.23,7,15.235,17.345,2.109,SPEAKER_01,agent,查到可借額度約十八萬六千元，未達二十萬。,,
v2_core039,simultaneous_start,mandarin,21.23,8,17.733,18.442,0.709,SPEAKER_01,agent,查到可借額度約十八萬六千元，未達二十萬。,,
v2_core039,simultaneous_start,mandarin,21.23,9,18.813,21.192,2.379,SPEAKER_00,customer,那我先借十八萬就好。,,
v2_core040,simultaneous_start,mandarin,17.19,0,0.031,2.68,2.649,SPEAKER_01,customer,剛才前一位客服說要確認公司名稱。,,
v2_core040,simultaneous_start,mandarin,17.19,1,0.115,3.305,3.189,SPEAKER_00,agent,我這裡也看到要查團體保單。,,
v2_core040,simultaneous_start,mandarin,17.19,2,3.743,3.997,0.253,SPEAKER_01,customer,好，那我先說，公司是大信物流。,,
v2_core040,simultaneous_start,mandarin,17.19,3,4.267,4.975,0.709,SPEAKER_01,customer,好，那我先說，公司是大信物流。,,
v2_core040,simultaneous_start,mandarin,17.19,4,5.195,6.342,1.148,SPEAKER_01,customer,好，那我先說，公司是大信物流。,,
v2_core040,simultaneous_start,mandarin,17.19,5,6.832,7.658,0.827,SPEAKER_00,agent,查到了，團體保單仍有效。請問要查員工本人還是眷屬保障？,,
v2_core040,simultaneous_start,mandarin,17.19,6,7.861,9.683,1.822,SPEAKER_00,agent,查到了，團體保單仍有效。請問要查員工本人還是眷屬保障？,,
v2_core040,simultaneous_start,mandarin,17.19,7,10.595,14.425,3.831,SPEAKER_00,agent,查到了，團體保單仍有效。請問要查員工本人還是眷屬保障？,,
v2_core040,simultaneous_start,mandarin,17.19,8,14.797,15.708,0.911,SPEAKER_01,customer,是員工本人，我要問門診手術。,,
v2_core040,simultaneous_start,mandarin,17.19,9,16.045,17.092,1.046,SPEAKER_01,customer,是員工本人，我要問門診手術。,,
v2_core041,hokkien_pure,hokkien,52.52,0,0.031,0.554,0.523,SPEAKER_00,agent,喂，凱基人壽客服，我姓葉。你欲問啥物保單代誌？,,
v2_core041,hokkien_pure,hokkien,52.52,1,0.824,2.731,1.907,SPEAKER_00,agent,喂，凱基人壽客服，我姓葉。你欲問啥物保單代誌？,,
v2_core041,hokkien_pure,hokkien,52.52,2,3.085,3.929,0.844,SPEAKER_00,agent,喂，凱基人壽客服，我姓葉。你欲問啥物保單代誌？,,
v2_core041,hokkien_pure,hokkien,52.52,3,4.25,6.595,2.346,SPEAKER_00,agent,喂，凱基人壽客服，我姓葉。你欲問啥物保單代誌？,,
v2_core041,hokkien_pure,hokkien,52.52,4,7.034,7.692,0.658,SPEAKER_01,customer,葉小姐，我欲開白內障，醫生講人工水晶體愛自費，七萬外，敢有賠？,,
v2_core041,hokkien_pure,hokkien,52.52,5,8.03,9.481,1.451,SPEAKER_01,customer,葉小姐，我欲開白內障，醫生講人工水晶體愛自費，七萬外，敢有賠？,,
v2_core041,hokkien_pure,hokkien,52.52,6,9.565,12.535,2.97,SPEAKER_01,customer,葉小姐，我欲開白內障，醫生講人工水晶體愛自費，七萬外，敢有賠？,,
v2_core041,hokkien_pure,hokkien,52.52,7,12.788,13.7,0.911,SPEAKER_01,customer,葉小姐，我欲開白內障，醫生講人工水晶體愛自費，七萬外，敢有賠？,,
v2_core041,hokkien_pure,hokkien,52.52,8,13.953,14.915,0.962,SPEAKER_01,customer,葉小姐，我欲開白內障，醫生講人工水晶體愛自費，七萬外，敢有賠？,,
v2_core041,hokkien_pure,hokkien,52.52,9,15.37,19.184,3.814,SPEAKER_00,agent,愛看你的實支實付額度佮材料明細。你先講保戶名佮身分證尾四碼。,,
v2_core041,hokkien_pure,hokkien,52.52,10,19.522,23.167,3.645,SPEAKER_00,agent,愛看你的實支實付額度佮材料明細。你先講保戶名佮身分證尾四碼。,,
v2_core041,hokkien_pure,hokkien,52.52,11,23.47,25.36,1.89,SPEAKER_01,customer,保戶是林清標，尾四碼五二七九。,,
v2_core041,hokkien_pure,hokkien,52.52,12,25.647,27.47,1.823,SPEAKER_01,customer,保戶是林清標，尾四碼五二七九。,,
v2_core041,hokkien_pure,hokkien,52.52,13,27.993,29.731,1.738,SPEAKER_00,agent,我看著有醫療實支。人工水晶體愛附診斷書、手術紀錄、材料明細佮收據。,,
v2_core041,hokkien_pure,hokkien,52.52,14,30.085,36.481,6.396,SPEAKER_00,agent,我看著有醫療實支。人工水晶體愛附診斷書、手術紀錄、材料明細佮收據。,,
v2_core041,hokkien_pure,hokkien,52.52,15,36.802,40.953,4.151,SPEAKER_01,customer,若醫生寫自費較好的款式，按呢會袂會無賠？,,
v2_core041,hokkien_pure,hokkien,52.52,16,41.476,45.374,3.898,SPEAKER_00,agent,審核會看醫療必要性佮條款額度，毋是你自費就一定攏無賠。,,
v2_core041,hokkien_pure,hokkien,52.52,17,45.678,48.614,2.936,SPEAKER_00,agent,審核會看醫療必要性佮條款額度，毋是你自費就一定攏無賠。,,
v2_core041,hokkien_pure,hokkien,52.52,18,48.952,49.542,0.591,SPEAKER_01,customer,好，我叫醫院明細開清楚一點。,,
v2_core041,hokkien_pure,hokkien,52.52,19,49.778,52.445,2.666,SPEAKER_01,customer,好，我叫醫院明細開清楚一點。,,
v2_core042,hokkien_pure,hokkien,37.67,0,0.031,1.567,1.536,SPEAKER_00,agent,凱基人壽你好，我姓江。你慢慢講，欲查啥？,,
v2_core042,hokkien_pure,hokkien,37.67,1,1.904,2.798,0.894,SPEAKER_00,agent,凱基人壽你好，我姓江。你慢慢講，欲查啥？,,
v2_core042,hokkien_pure,hokkien,37.67,2,3.085,4.216,1.131,SPEAKER_00,agent,凱基人壽你好，我姓江。你慢慢講，欲查啥？,,
v2_core042,hokkien_pure,hokkien,37.67,3,4.537,5.431,0.894,SPEAKER_00,agent,凱基人壽你好，我姓江。你慢慢講，欲查啥？,,
v2_core042,hokkien_pure,hokkien,37.67,4,5.887,6.933,1.046,SPEAKER_01,customer,江先生，我年金這月毋知有匯無，存摺補摺無看著。,,
v2_core042,hokkien_pure,hokkien,37.67,5,7.27,10.004,2.734,SPEAKER_01,customer,江先生，我年金這月毋知有匯無，存摺補摺無看著。,,
v2_core042,hokkien_pure,hokkien,37.67,6,10.223,12.485,2.261,SPEAKER_01,customer,江先生，我年金這月毋知有匯無，存摺補摺無看著。,,
v2_core042,hokkien_pure,hokkien,37.67,7,12.839,13.987,1.148,SPEAKER_00,agent,我共你查。請講保戶名佮出世日。,,
v2_core042,hokkien_pure,hokkien,37.67,8,14.189,16.433,2.244,SPEAKER_00,agent,我共你查。請講保戶名佮出世日。,,
v2_core042,hokkien_pure,hokkien,37.67,9,16.788,17.716,0.928,SPEAKER_01,customer,蔡玉蘭，民國四十八年十月三日。,,
v2_core042,hokkien_pure,hokkien,37.67,10,18.121,20.872,2.751,SPEAKER_01,customer,蔡玉蘭，民國四十八年十月三日。,,
v2_core042,hokkien_pure,hokkien,37.67,11,21.327,24.247,2.919,SPEAKER_00,agent,這月年金已經五月十五匯出，帳戶尾三碼是零三六。,,
v2_core042,hokkien_pure,hokkien,37.67,12,24.432,26.879,2.447,SPEAKER_00,agent,這月年金已經五月十五匯出，帳戶尾三碼是零三六。,,
v2_core042,hokkien_pure,hokkien,37.67,13,27.233,30.035,2.801,SPEAKER_00,agent,我補摺敢是無補到今仔日？,,
v2_core042,hokkien_pure,hokkien,37.67,14,30.406,31.233,0.827,SPEAKER_00,agent,有可能。你會當去銀行櫃台確認，若退匯，阮系統會閣有紀錄。,,
v2_core042,hokkien_pure,hokkien,37.67,15,31.452,34.085,2.633,SPEAKER_00,agent,有可能。你會當去銀行櫃台確認，若退匯，阮系統會閣有紀錄。,,
v2_core042,hokkien_pure,hokkien,37.67,16,34.372,35.249,0.877,SPEAKER_00,agent,有可能。你會當去銀行櫃台確認，若退匯，阮系統會閣有紀錄。,,
v2_core042,hokkien_pure,hokkien,37.67,17,35.519,37.612,2.093,SPEAKER_00,agent,有可能。你會當去銀行櫃台確認，若退匯，阮系統會閣有紀錄。,,
v2_core043,hokkien_pure,hokkien,38.55,0,0.031,2.157,2.126,SPEAKER_01,customer,我彼日騎車跋倒，有去急診照 X 光，警察無來，按呢意外險會使申請無？,,
v2_core043,hokkien_pure,hokkien,38.55,1,2.343,4.098,1.755,SPEAKER_01,customer,我彼日騎車跋倒，有去急診照 X 光，警察無來，按呢意外險會使申請無？,,
v2_core043,hokkien_pure,hokkien,38.55,2,4.334,5.684,1.35,SPEAKER_01,customer,我彼日騎車跋倒，有去急診照 X 光，警察無來，按呢意外險會使申請無？,,
v2_core043,hokkien_pure,hokkien,38.55,3,5.87,8.384,2.514,SPEAKER_01,customer,我彼日騎車跋倒，有去急診照 X 光，警察無來，按呢意外險會使申請無？,,
v2_core043,hokkien_pure,hokkien,38.55,4,8.873,10.207,1.333,SPEAKER_00,agent,會當先申請。無警察資料，至少愛有診斷書、收據，閣寫清楚事故發生經過。,,
v2_core043,hokkien_pure,hokkien,38.55,5,10.51,12.097,1.586,SPEAKER_00,agent,會當先申請。無警察資料，至少愛有診斷書、收據，閣寫清楚事故發生經過。,,
v2_core043,hokkien_pure,hokkien,38.55,6,12.4,15.117,2.717,SPEAKER_00,agent,會當先申請。無警察資料，至少愛有診斷書、收據，閣寫清楚事故發生經過。,,
v2_core043,hokkien_pure,hokkien,38.55,7,15.387,18.29,2.902,SPEAKER_00,agent,會當先申請。無警察資料，至少愛有診斷書、收據，閣寫清楚事故發生經過。,,
v2_core043,hokkien_pure,hokkien,38.55,8,18.678,20.635,1.957,SPEAKER_01,customer,我只是家門口滑倒，無人證，敢會真歹辦？,,
v2_core043,hokkien_pure,hokkien,38.55,9,20.821,23.15,2.329,SPEAKER_01,customer,我只是家門口滑倒，無人證，敢會真歹辦？,,
v2_core043,hokkien_pure,hokkien,38.55,10,23.622,24.23,0.607,SPEAKER_00,agent,毋一定。審核會看醫療紀錄佮事故說明，若有現場相片嘛會使附。,,
v2_core043,hokkien_pure,hokkien,38.55,11,24.517,28.212,3.696,SPEAKER_00,agent,毋一定。審核會看醫療紀錄佮事故說明，若有現場相片嘛會使附。,,
v2_core043,hokkien_pure,hokkien,38.55,12,28.55,31.115,2.565,SPEAKER_00,agent,毋一定。審核會看醫療紀錄佮事故說明，若有現場相片嘛會使附。,,
v2_core043,hokkien_pure,hokkien,38.55,13,31.52,34.22,2.7,SPEAKER_01,customer,我有拍機車倒佇路邊的相片。,,
v2_core043,hokkien_pure,hokkien,38.55,14,34.574,36.228,1.654,SPEAKER_00,agent,彼張相片留咧，佮急診資料做伙送。,,
v2_core043,hokkien_pure,hokkien,38.55,15,36.498,38.523,2.025,SPEAKER_00,agent,彼張相片留咧，佮急診資料做伙送。,,
v2_core044,hokkien_pure,hokkien,43.28,0,0.031,0.487,0.456,SPEAKER_01,agent,喂，凱基人壽客服，我姓周。請問你欲服務啥？,,
v2_core044,hokkien_pure,hokkien,43.28,1,0.757,2.495,1.738,SPEAKER_01,agent,喂，凱基人壽客服，我姓周。請問你欲服務啥？,,
v2_core044,hokkien_pure,hokkien,43.28,2,2.798,3.676,0.878,SPEAKER_01,agent,喂，凱基人壽客服，我姓周。請問你欲服務啥？,,
v2_core044,hokkien_pure,hokkien,43.28,3,3.878,5.65,1.772,SPEAKER_01,agent,喂，凱基人壽客服，我姓周。請問你欲服務啥？,,
v2_core044,hokkien_pure,hokkien,43.28,4,6.123,7.135,1.012,SPEAKER_00,customer,周先生，我先生食癌症的口服藥，藥局收據一張一張，敢攏愛寄？,,
v2_core044,hokkien_pure,hokkien,43.28,5,7.49,10.223,2.734,SPEAKER_00,customer,周先生，我先生食癌症的口服藥，藥局收據一張一張，敢攏愛寄？,,
v2_core044,hokkien_pure,hokkien,43.28,6,10.477,12.67,2.194,SPEAKER_00,customer,周先生，我先生食癌症的口服藥，藥局收據一張一張，敢攏愛寄？,,
v2_core044,hokkien_pure,hokkien,43.28,7,12.839,14.155,1.316,SPEAKER_00,customer,周先生，我先生食癌症的口服藥，藥局收據一張一張，敢攏愛寄？,,
v2_core044,hokkien_pure,hokkien,43.28,8,14.645,16.383,1.738,SPEAKER_01,agent,若是同一个療程，建議收據、處方箋、診斷書攏整理好做伙送。,,
v2_core044,hokkien_pure,hokkien,43.28,9,16.552,21.175,4.624,SPEAKER_01,agent,若是同一个療程，建議收據、處方箋、診斷書攏整理好做伙送。,,
v2_core044,hokkien_pure,hokkien,43.28,10,21.513,24.449,2.936,SPEAKER_00,customer,處方箋有的醫院收轉去，阮手頂無留。,,
v2_core044,hokkien_pure,hokkien,43.28,11,24.82,26.272,1.451,SPEAKER_00,customer,處方箋有的醫院收轉去，阮手頂無留。,,
v2_core044,hokkien_pure,hokkien,43.28,12,26.761,29.815,3.054,SPEAKER_01,agent,你會當向醫院申請用藥明細，內底有藥名佮日期較清楚。,,
v2_core044,hokkien_pure,hokkien,43.28,13,30.153,32.684,2.531,SPEAKER_01,agent,你會當向醫院申請用藥明細，內底有藥名佮日期較清楚。,,
v2_core044,hokkien_pure,hokkien,43.28,14,33.072,35.772,2.7,SPEAKER_00,customer,診斷書若是三个月前開的，猶會使無？,,
v2_core044,hokkien_pure,hokkien,43.28,15,36.143,37.24,1.097,SPEAKER_00,customer,診斷書若是三个月前開的，猶會使無？,,
v2_core044,hokkien_pure,hokkien,43.28,16,37.679,39.046,1.367,SPEAKER_01,agent,會使先送，若審核愛較新的病況，會閣通知你補。,,
v2_core044,hokkien_pure,hokkien,43.28,17,39.4,41.527,2.126,SPEAKER_01,agent,會使先送，若審核愛較新的病況，會閣通知你補。,,
v2_core044,hokkien_pure,hokkien,43.28,18,41.746,43.197,1.451,SPEAKER_01,agent,會使先送，若審核愛較新的病況，會閣通知你補。,,
v2_core045,hokkien_pure,hokkien,36.59,0,0.031,1.87,1.839,SPEAKER_00,agent,凱基人壽你好，我姓陳。,,
v2_core045,hokkien_pure,hokkien,36.59,1,2.157,3.153,0.996,SPEAKER_00,agent,凱基人壽你好，我姓陳。,,
v2_core045,hokkien_pure,hokkien,36.59,2,3.676,4.553,0.877,SPEAKER_01,customer,陳小姐，我保單借款三年矣，利息若無先還，敢會一直加落去？,,
v2_core045,hokkien_pure,hokkien,36.59,3,4.874,6.95,2.076,SPEAKER_01,customer,陳小姐，我保單借款三年矣，利息若無先還，敢會一直加落去？,,
v2_core045,hokkien_pure,hokkien,36.59,4,7.22,8.907,1.688,SPEAKER_01,customer,陳小姐，我保單借款三年矣，利息若無先還，敢會一直加落去？,,
v2_core045,hokkien_pure,hokkien,36.59,5,9.059,10.493,1.434,SPEAKER_01,customer,陳小姐，我保單借款三年矣，利息若無先還，敢會一直加落去？,,
v2_core045,hokkien_pure,hokkien,36.59,6,10.949,11.472,0.523,SPEAKER_00,agent,會，利息若無繳，會照契約方式累計，後擺可能影響保單價值。,,
v2_core045,hokkien_pure,hokkien,36.59,7,11.81,13.008,1.198,SPEAKER_00,agent,會，利息若無繳，會照契約方式累計，後擺可能影響保單價值。,,
v2_core045,hokkien_pure,hokkien,36.59,8,13.312,15.505,2.194,SPEAKER_00,agent,會，利息若無繳，會照契約方式累計，後擺可能影響保單價值。,,
v2_core045,hokkien_pure,hokkien,36.59,9,15.758,18.863,3.105,SPEAKER_00,agent,會，利息若無繳，會照契約方式累計，後擺可能影響保單價值。,,
v2_core045,hokkien_pure,hokkien,36.59,10,19.15,20.905,1.755,SPEAKER_01,customer,按呢我先還利息，毋還本金，會使無？,,
v2_core045,hokkien_pure,hokkien,36.59,11,21.057,22.357,1.299,SPEAKER_01,customer,按呢我先還利息，毋還本金，會使無？,,
v2_core045,hokkien_pure,hokkien,36.59,12,22.576,23.42,0.844,SPEAKER_01,customer,按呢我先還利息，毋還本金，會使無？,,
v2_core045,hokkien_pure,hokkien,36.59,13,23.875,24.736,0.861,SPEAKER_00,agent,會使。先繳利息會減少繼續滾入本金的壓力。,,
v2_core045,hokkien_pure,hokkien,36.59,14,25.006,28.837,3.831,SPEAKER_00,agent,會使。先繳利息會減少繼續滾入本金的壓力。,,
v2_core045,hokkien_pure,hokkien,36.59,15,29.107,31.317,2.211,SPEAKER_01,customer,你傳繳款方式予我，我今仔日先處理。,,
v2_core045,hokkien_pure,hokkien,36.59,16,31.587,33.173,1.586,SPEAKER_01,customer,你傳繳款方式予我，我今仔日先處理。,,
v2_core045,hokkien_pure,hokkien,36.59,17,33.578,34.135,0.557,SPEAKER_00,agent,好，我等咧傳簡訊予你。,,
v2_core045,hokkien_pure,hokkien,36.59,18,34.456,36.548,2.093,SPEAKER_00,agent,好，我等咧傳簡訊予你。,,
v2_core046,hokkien_pure,hokkien,39.44,0,0.031,1.752,1.721,SPEAKER_00,agent,凱基人壽客服，我姓吳。你欲查保單抑是改資料？,,
v2_core046,hokkien_pure,hokkien,39.44,1,2.039,2.967,0.928,SPEAKER_00,agent,凱基人壽客服，我姓吳。你欲查保單抑是改資料？,,
v2_core046,hokkien_pure,hokkien,39.44,2,3.203,5.566,2.362,SPEAKER_00,agent,凱基人壽客服，我姓吳。你欲查保單抑是改資料？,,
v2_core046,hokkien_pure,hokkien,39.44,3,6.055,7.945,1.89,SPEAKER_01,customer,我搬去查某囝厝，通知攏寄舊厝，我欲改地址。,,
v2_core046,hokkien_pure,hokkien,39.44,4,8.198,9.953,1.755,SPEAKER_01,customer,我搬去查某囝厝，通知攏寄舊厝，我欲改地址。,,
v2_core046,hokkien_pure,hokkien,39.44,5,10.274,11.59,1.316,SPEAKER_01,customer,我搬去查某囝厝，通知攏寄舊厝，我欲改地址。,,
v2_core046,hokkien_pure,hokkien,39.44,6,11.945,12.738,0.793,SPEAKER_00,agent,會當改。我先共你核對身分，請講保戶名佮生日。,,
v2_core046,hokkien_pure,hokkien,39.44,7,13.058,15.252,2.194,SPEAKER_00,agent,會當改。我先共你核對身分，請講保戶名佮生日。,,
v2_core046,hokkien_pure,hokkien,39.44,8,15.472,17.446,1.974,SPEAKER_00,agent,會當改。我先共你核對身分，請講保戶名佮生日。,,
v2_core046,hokkien_pure,hokkien,39.44,9,17.767,18.458,0.692,SPEAKER_01,customer,陳阿滿，民國四十五年五月九日。,,
v2_core046,hokkien_pure,hokkien,39.44,10,18.779,21.648,2.869,SPEAKER_01,customer,陳阿滿，民國四十五年五月九日。,,
v2_core046,hokkien_pure,hokkien,39.44,11,22.053,22.576,0.523,SPEAKER_00,agent,好。新地址你慢慢講，我一段一段確認。,,
v2_core046,hokkien_pure,hokkien,39.44,12,22.93,24.753,1.822,SPEAKER_00,agent,好。新地址你慢慢講，我一段一段確認。,,
v2_core046,hokkien_pure,hokkien,39.44,13,25.057,26.778,1.721,SPEAKER_00,agent,好。新地址你慢慢講，我一段一段確認。,,
v2_core046,hokkien_pure,hokkien,39.44,14,27.149,29.731,2.582,SPEAKER_01,customer,台南市東區崇明路，二段一百二十六號，五樓。,,
v2_core046,hokkien_pure,hokkien,39.44,15,30.018,32.178,2.16,SPEAKER_01,customer,台南市東區崇明路，二段一百二十六號，五樓。,,
v2_core046,hokkien_pure,hokkien,39.44,16,32.465,33.342,0.877,SPEAKER_01,customer,台南市東區崇明路，二段一百二十六號，五樓。,,
v2_core046,hokkien_pure,hokkien,39.44,17,33.798,34.658,0.861,SPEAKER_00,agent,我確認，台南市東區崇明路二段一百二十六號五樓。,,
v2_core046,hokkien_pure,hokkien,39.44,18,34.827,39.35,4.523,SPEAKER_00,agent,我確認，台南市東區崇明路二段一百二十六號五樓。,,
v2_core047,hokkien_pure,hokkien,39.24,0,0.031,2.09,2.059,SPEAKER_01,customer,阮阿母佇安養中心，中心有開證明，毋過我毋知影巴氏量表是啥物。,,
v2_core047,hokkien_pure,hokkien,39.24,1,2.343,4.216,1.873,SPEAKER_01,customer,阮阿母佇安養中心，中心有開證明，毋過我毋知影巴氏量表是啥物。,,
v2_core047,hokkien_pure,hokkien,39.24,2,4.52,7.085,2.565,SPEAKER_01,customer,阮阿母佇安養中心，中心有開證明，毋過我毋知影巴氏量表是啥物。,,
v2_core047,hokkien_pure,hokkien,39.24,3,7.523,13.193,5.67,SPEAKER_00,agent,巴氏量表是看食飯、洗身軀、行路遮的日常功能。長照理賠常常會用著。,,
v2_core047,hokkien_pure,hokkien,39.24,4,13.531,15.505,1.974,SPEAKER_00,agent,巴氏量表是看食飯、洗身軀、行路遮的日常功能。長照理賠常常會用著。,,
v2_core047,hokkien_pure,hokkien,39.24,5,15.826,17.159,1.333,SPEAKER_01,customer,是中心開，抑是醫院開？,,
v2_core047,hokkien_pure,hokkien,39.24,6,17.395,18.712,1.316,SPEAKER_01,customer,是中心開，抑是醫院開？,,
v2_core047,hokkien_pure,hokkien,39.24,7,19.252,20.23,0.979,SPEAKER_00,agent,看案件，有的中心有評估，有的愛醫師開。建議你先問中心有無正式表格。,,
v2_core047,hokkien_pure,hokkien,39.24,8,20.5,22.559,2.059,SPEAKER_00,agent,看案件，有的中心有評估，有的愛醫師開。建議你先問中心有無正式表格。,,
v2_core047,hokkien_pure,hokkien,39.24,9,22.846,24.5,1.654,SPEAKER_00,agent,看案件，有的中心有評估，有的愛醫師開。建議你先問中心有無正式表格。,,
v2_core047,hokkien_pure,hokkien,39.24,10,24.719,28.533,3.814,SPEAKER_00,agent,看案件，有的中心有評估，有的愛醫師開。建議你先問中心有無正式表格。,,
v2_core047,hokkien_pure,hokkien,39.24,11,28.921,30.592,1.671,SPEAKER_01,customer,若中心開的無夠，會閣叫我補醫院的？,,
v2_core047,hokkien_pure,hokkien,39.24,12,30.811,32.684,1.873,SPEAKER_01,customer,若中心開的無夠，會閣叫我補醫院的？,,
